BookName, Author,Publisher,Code 
论我国的价格改革,田军著,中国经济出版社1985,F726/1
抗日战争时期国民党校统治区的物价问题,寿进文著,上海人民出版社1958.3,F729/11
社会主义财政金融问题.下册,黄达等著,中国人民大学出版社1981,F8-0/3(2)
社会主义财政金融问题.(上),黄达等著,中国人民大学出版社1981,F8-0/3(1)
财政与信贷,邓子基编,中国财政经济出版社1981,F812.43/2
国民经济计划参考资料.五,中国人民大学国民经济计划教研室辑,中国人民大学1951,F21-67/1(5)
完善经济机制,(苏)高斯杰夫，(苏)鲁缅采夫主编,中国社会科学出版社1984,F211/2
宏观经济计划学,罗季荣著,中国物资出版社1986,F210-43/2
发展、改革的两个关键.高技术产业化与反腐败,马宾著,中国国际广播出版社1991,F12/105
治理环境 整顿秩序 深化改革,家成_ 吴远_ 朋荣编著,中共中央党校出版社1988,F12/84
改革中的经济问题探索,林其屏著,上海社会科学院出版社1988,F12/86
政治经济学教科书.上册.资本主义生产方式,(苏)А.М.鲁缅采夫主编,高等教育出版社1985,F0-43/42(1)
政治经济学.资本经济部分,《政治经济学》编写组编,中国财政经济出版社,F0-43/39(2)
政治经济学,湖北省《政治经济学》编写组编,湖北人民出版社1983,F0-43/2-2
美德日中企业决策体制比较,王 元著,山西经济出版社1993,F272/7
政治经济学,曾璧钧主编,北京工业学院出版社1985,F0-43/38
马克思1844年经济学-哲学手稿,刘丕坤译,人民出版社1979,A121/44/1
中国经济问题论丛,陈文鸿著,三联书店上海分店1991,F12/96
英汉对照国际金融和贸易词汇手册,陈瑜编,中国展望出版社1984,F8-62/1
中国林业经济问题,张建国著,福建人民出版社1985,F326.2/1
现代经营艺术及风险分析,郑铁山等著,北京工业大学出版社1992,F272/4
行政法视野下高校教师校内申诉制度研究,杨向东著,法律出版社2021,DF364/747
中国环境法典编纂的基本理论问题,主编陈海嵩,法律出版社2021,DF468.04/261
公法视域的世界遗产,刘红婴著,法律出版社2021,DF304/665
审判中心主义视域下被追诉人取证能力强化机制研究,陈在上著,法律出版社2021,DF731.34/43
中美科技竞争中的法律问题研究,郝敏著,法律出版社2021,DF374/145
政府经济职能的法治化研究,刘厚金著,北京大学出版社2021,DF411.4/17
税法拟制论,欧阳天健著,北京大学出版社2021,DF432.04/310
教义学民事诉讼法之展开,严仁群著,北京大学出版社2021,DF720.4/543
宪法监督制度研究,张玉洁著,上海人民出版社2021,DF204/644
共享经济的私法调整.契约类型构造及平台责任展开,钟凯著,中国政法大学出版社2021,DF414.4/640
系统结构中的刑事司法与媒体关系研究,刘涛著,法律出版社2021,DF731.04/30
粮农植物遗传资源保护视阈下农民权的法律分析,乔宜梦著,法律出版社2021,DF484/202
如何抑止女性写作,(美) 乔安娜·拉斯著,南京大学出版社2020,I106/423
环境法体系化研究,主编刘长兴,法律出版社2021,DF468.04/263
诉讼诚实义务论.沉默权、真实陈述义务和诚信原则立法的伦理基础,唐东楚著,法律出版社2021,DF704/180
惩治网络犯罪国际合作问题研究,曾磊著,法律出版社2021,DF979/137
慈善信托治理机制法律研究,余嘉勉著,法律出版社2021,DF438.24/141
婚姻家庭案件疑难问题裁判精要,主编安凤德,法律出版社2021,DF550.5/205
融资租赁合同案件裁判规则,王毓莹主编,法律出版社2021,DF525.5/130
建设工程总承包合同纠纷裁判指引,常设中国建设工程法律论坛第十工作组著,法律出版社2020,DF525.5/131
德国不当得利法,(德) 汉斯·约瑟夫·威灵著,中国法制出版社2021,DF522.4/245
资本主义制度下的地租,(苏)科作道也夫著,三联书店1958,F301.4/1
市场学词典,何永祺等主编,吉林人民出版社1987,F723-61/1
简明中国工商行政管理辞典,杨振杰主编,山西经济出版社1991,F72-61/1
南京市场大观,毕家熔主编,中国展望出版社1984,F727.531/1
中国古今土地数字的考释和评价,何炳棣著,中国社会科学出版社1988,F301.5-092/1
简明审计辞典,山东省审计科学研究所主编,山东人民出版社1987,F810.2-61/2
国父对中国经济发展的构想,李微林著,三民主义研究所博士硕士论文奖助出版委员会民国80[1991],F032.6/14
简明现代审计辞典,厉声和_程学书编著,复旦大学出版社1988,F810.2-61/3
搞好国民经济的调整改革整顿提高,有林等编,人民出版社1979,F12/42
苏联银行国有之史的发展,(俄)亚特拉斯(M.S.Atias)撰,大东书局1949,F835.12/2
陈云经济工作领导方法与艺术,陈光林著,山东人民出版社1987,F12/43
我国基本建设经济理论与实践,林森木著,上海人民出版社1987,F123.6/1
基本建设经济学,徐文通编著,经济科学出版社1985,F123.6-43/1
中国经济概况,《中国经济概况》编写组编,新华出版社1983,F12/36
'94助理会计师资格乙种考试指南,李光绪主编,西南交通大学出版社1994.2,F23-62/6
社会主义所有制研究,蒋学模著,浙江人民出版社1985,F042.2/4
经济管理中的价格,曹英编,北京大学出版社1982,F045.3/6
财务会计常识问答,高云升_ 卢其昌编,人民交通大学出版社1981,F23-44/5
新财务会计实用手册,李天民主编,地震出版社1993,F23-62/8
国际税收与海关商检,钱晟等编著,中国青年出版社1993,F74/16
中国人地关系史_又名.中华地政史,肃铮著,台湾商务印书馆发行1987,F301-092/1-2
货币、信用与商业,(英)马歇尔(A.Marshall)著,商务印书馆1986,F091.347/8
社会主义初级阶段的商品经济,卿天乐主编,四川省社会科学院出版社1988,F721/8
避税与反避税全书,张中秀主编,企业管理出版社1995,F810.42/28
当代西方主要经济思潮,傅殷才著,湖北人民出版社1985,F091/1
人类行为的经济分析,(美) 加里·S.贝克尔著,上海人民出版社1995,F091.3/53
经济学的革命与发展,(英)特伦斯·W·哈奇森著,北京大学出版社1992,F091.3/51
外国经济思想史讲座,中国社会科学院经济系_ 中国社会科学院经济思想史研究室编,中国社会科学出版社1985,F091/2
历史方法的国民经济学讲义大钢,(德)罗雷尔著,商务印书馆1981,F091.342/3
农村储蓄参考资料,中国人民银行总行农村金融局辑,财政经济出版社1954,F832.7/3
苏联国家银行会计核算与业务技术若干问题的研究,中国人民银行总行干部学校银行会计核算教研组编著,财政经济出版社1955,F835.12/5
学习苏联农业信贷工作的经验,卢汉川著,金融出版社1956,F835.12/8
财政本质问题论文选,财政部财政科学研究所编,经济科学出版社1984,F810-53/1
东北近现代史纲,常城主编,东北师范大学出版社1987,K296.31/1
纺织品商品知识.下册,湖北省纺织品公司编,湖北省纺织品公司1986,F768.1/2(2)
纺织品商品知识.上册,湖北省纺织品公司编,湖北省纺织品公司1986,F768.1/2(1)
中国近代海关史问题初探,陈诗启著,中国展望出版社1987,F752.6-09/2
经营决策学,金润圭编著,浙江人民出版社1988,F713.5/23
谁能赢得市场?.市场经营失败的教训,(美)哈特利(Hartley_R.F.)著,中国青年出版社1989,F713.5/24
外贸商品学概论,苗述凤编著,对外贸易教育出版社1993,F76-43/03-2
湖北省建制沿革,潘新藻著,湖北人民出版社1987,K293-43/1
副食品商品知识,北京市东城区副食品管理处职工学校编,中国财政经济出版社1980,F768.2/1
审计名词解释与问题解答,王中信_郭晋龙_李莉编,山西财经学院学报编辑部1984,F810.2-61/1
国民经济管理学,张金才主编,吉林大学出版社1989,F123/17
企业股份制改造实务丛书.一.走向股份经济,孙尚清_陈清泰主编,宇航出版社1993,F121.29/15
改革理论探索,顾奎相主编,辽宁大学出版社1987,F123.9/23
香港金融体系,吕汝汉著,商务印书馆(香港)有限公司1989,F832.765.8/1-2
商品学.二.食品商品学,中国人民大学贸易经济系商品学教研室编,中国人民大学出版社1982,F76-43/1(2)
商品学基础,张文山_ 卢昌治主编,中国展望出版社1984,F76-43/2
审计工作学习参考资料,不祥,江西省会计学1982,F810.2-67/1
人民民主国家的农业.第二集,中华人民共和国农业部中国农报编辑室编,财政经济出版社1955,F31/1(2)
纳税检查,黄振纲主编,中国财政经济出版社1992.9,F810.42-43/3-2
资本主义国家财政,《资本主义国家财政》编写组编著,中国财政经济出版社1985,F810-43/2
棉毛丝麻纺织品.商品知识,上海纺织品采购供应站编写,中国财政经济出版社1979,F768.1/3
探索经济建设之路,马洪著,上海人民出版社1984,F12/12
中国近代经济史,凌耀伦_ 熊甫_ 悲倜编,四川大学政治经济学系[1981],F092.6/12(11)
中国近代经济思想史大纲,胡寄窗著,中国社会科学出版社1984,F092.6/8
商品学概论.商品学.一,中国人民大学贸易经济系编,中国人民大学出版社1981,F76-43/1(1)
社会主义初级阶段的商品化与现代化,张晓明编,求实出版社1989,F045/17
审计基础知识,福建省财政厅审计机关筹备组编著,福建省财政厅审计机关筹备组1989,F810.2/16
民诉法基本原则研究,陈松涛著,河海大学出版社2021,DF720.4/542
公共服务视域下农村人民调解供给,何阳著,社会科学文献出版社2021,DF721.04/46
德国检察机关职能研究.一个法律守护人的角色定位,(美) 肖恩·玛丽·博伊恩著,中国检察出版社2021,DF83/320
政府工作规则法治化研究,王叶臣著,法律出版社2021,DF304/664
民族文化旅游开发与保护的文化性格维度探论,罗良伟著,中国书籍出版社2021,F592.3/325
资源约束、国际粮价波动与中国粮食安全,高峰_ 王学真_ 公茂刚著,人民出版社2021,F326.11/191
税法建制原则立体化构造.一种方法论的视角,叶金育著,北京大学出版社2021,DF432.04/309
置身事内.中国政府与经济发展,兰小欢著,上海人民出版社2021,D630.1/545
政务融媒体.网络政民互动效能的实践路径和案例启示,王峥嵘著,中国经济出版社2021,D63-39/61
消费者－绿色品牌依恋关系研究,张启尧著,武汉大学出版社2021,F713.55/453
数据交易.法律·政策·工具,(德) 塞巴斯蒂安·洛塞等编,上海人民出版社2021,DF49/11
正外部性的经济法激励机制研究,胡元聪著,人民出版社2021,DF410.4/666
公法的法理学,翟志勇著,商务印书馆2021,DF0/1130
现代日本金融论,(日)铃木淑夫著,三联书店上海分店1991,F833.13/2
百货商品知识,湖北省百货公司编,湖北省百货公司1980,F76-42/1
中国对外税务手册第一辑,中华人民共和国财政部税务总局编,中国财政经济出版社1983,F812.43-62/1(1)
国外农业统计资料.1963,丰农编,农业出版社1964,F312/1/1963
国外农业统计参考资料.1964,丰农编,农业出版社1965,F312/2/1964
世界重要农产国家的农业统计资料,世界经济统计资料编辑委员会编,统计出版社1958,F312/3
中国经济史,贺耀敏著,人民出版社1994,F-51/1(98)
发展农村商品生产知识讲座,梁钊主编,南方经济杂志社1986,F304.2/1
秦汉经济思想史,上海社会科学院经济研究所经济思想史研究室著,中华书局1989,F092.2/23
关于按劳分配问题.全国第五次按劳分配理论讨论会论文选编,中国政治经济学社会主义部分研究会学术组编著,人民出版社1984,F046/1
中国式的社会主义经济体制.学习《中共中央关于经济体制改革的决定》,《红旗》杂志编辑部编,红旗出版社1984,F12/14
税收与经济发展,商晓波_ 刘华著,中国地质大学出版社1993,F810.42/26
商品学.四.日用工业品商品学,中国人民大学贸易经济商品教研室编,中国人民大学出版社1982,F76-43/1(4)
债券基本知识,[日本]社团法人金融财政情况研究会编,中国金融出版社1987,D931.322/2
论社会生产力,刘贵访著,人民出版社1988,F042/13
中国社会主义经济理论和实践问题讲座,中国社会科学院研究生院经济学教研室编,经济科学出版社1984,F12/13
横向经济导论,马阳著,中国展望出版社1989,F276.2/17
物价文件选编.1984-1985年,国家物资局财务物价基建司编,中国财政经济出版社1986,F726-67/2/84-85
日中实务用语辞典,中国对外经济贸易部条约法律局等编,中国展望出版社1988,F-61/25
审计手册,陈荣法主编,经济日报出版社1986,F231.6-62/1
总体经济学,Rudiger Dornbusch_ Stanley Fischer著,三民书局民国71年[1982],F0/29
镇江市场大观,许洪声主编,中国展望出版社1988,F723/9
国家粮食市场问答,王子强编著,通俗读物出版社1956,F723/5
中华人民共和国国民经济和社会发展第七个五年计划(1986～1990),,人民出版社1986,F123.3/2
广义政治经济学.第1卷,许涤新著,人民出版社1984,F0/20
近代西藏独立运动之研究,叶健青著,南天书局1989,K280.75/2
结构变动 : 中国农村劳动力的转移,孟昕_ 白南生著,浙江人民出版社1988,F241/5
劳动人事编制工作教程,孔昭洵主编,湖南人民出版社出版社1988,F24-43/1
近世中西史日对照表,郑鹤声编,中华书局1981,K208/6
中国历史大事年表,冯君实主编,辽宁人民出版社1985,K208/4
透视十亿市场,杨卓,联丰书报社1986,F12/102
改革与发展,马 洪著,经济管理出版社1989,F12/89
转变阶段的经济改革,曾国祥著,重庆出版社1988,F12/90
明补·暗补,高德步著,中国人民大学出版社1992,F12/107(3)
经济结构和经济效果,张曙光编著,中国社会科学出版社1982,F121/5
统一的世界市场的民解,阿尔赫莫夫_杜金斯著,人民出版社1954,F116/13
国际营销学,张庆洪_俞招根编著,同济大学出版社1991,F713.3/05
上海外滩旅游资源问题研究,丁季华主编,上海古籍出版社1992,F592.751/1
市场营销学,宋小敏等编著,武汉工业大学出版社1992,F713.3/2
市场营销案例实例与评析.中国企业,宋小敏等编著,武汉工业大学出版社1992(1993重印),F713.3/4
盐铁论校注(定本),(汉)桑弘羊撰,中华书局1992,F092.2/25
政治经济学自学辅导,周刚_ 陈昌鑫_ 谢国权编写,四川省社会科学院出版社1985,F0-42/29
会计核算学,(苏)彼.斯.别兹卢基赫主编,中国财政经济出版社1987,F230/16
会计学概要,严玉珠著,五南图书出版公司民国76[1987],F230/17
苏联经济改革论文集,中国科学院_ 苏联科学院,社会科学文献出版社1989,F151.21/5
秦汉经济政策与经济思想史稿.兼评自然经济论,谢天佑著,华东师范大学出版社1989,F092.2/22
中国煤炭价格,刘贯文等主编,中国计划出版社1990,F407.21/1
政治经济学,上海市高等院校政治经济学协作组编写,浙江人民出版社1985,F0-43/16-2
政治经济学.社会主义部分,八院校函授教材编写组,河南人民出版社1984,F0-43/15
政治经济学.资本主义部分,八院校函授教材编写组编,河南人民出版社1984,F0-43/15(2)
企业经营管理概论,景祖〓主编,中国展望出版社1988,F272.3/2
中國經濟的路向,陳文鴻博士著,廣角鏡出版社有限公司1989,F121/15
保险学概要,袁宗蔚著,三民书局1995,F840-43/3-9
国家金库基础知识,史绍绂著,中国财政经济出版社1984,F832.31/1
中国法律评论,,,2095-7440
苏联、东欧国家经济改革今昔,高铁生_ 张晶著,工人出版社1988,F151.01/1
中世纪教会济贫法研究,赵博阳著,商务印书馆2021,DF095.61/36
市场监管权法律规制研究,单新国著,中国政法大学出版社2021,DF414.4/635
新时期我国粮食产业经济安全战略研究,闫琰 ... [等] 著,经济科学出版社2021,F326.11/189
循证矫正视角下的社区矫正与社会工作.调查·理论·实务,熊贵彬著,中国政法大学出版社2021,DF87/352
环境风险规制的法律限度与秩序重构,董正爱著,中国社会科学出版社2021,DF468.4/139
法人概念论,冯珏著,法律出版社2021,DF5/110
论提高商业经济效益,商业部商业经济研究所编,中国商业出版社1982,F71-53/2
孤立国同农业和国民经济的关系,(德) 约翰·冯·杜能著,商务印书馆1986,F095.16/4
国家银行会计核算与业务技术,(苏)包古斯拉夫斯基(М.В.Богуславский)_(苏)帕罗肖尔柯夫(А.А.Проселков)撰,时代出版社1954,F830.42/6
苏联现金出纳计划的编制与执行,(苏)斯维什尼科夫(М.Н.Свешников)等编著,财政经济出版社1954,F830.45/1
商业经济资料汇编.第一册,北京商学院,北京商学院1982,F71-67/2(1)
英美贸易书信大全,汤伟杰,儒林图书公司19?,F71/32
中国当代农村实用大全,林剑鸣_赵 宏主编,法律出版社1991,F32-61/1
苏联修正主义史学观点批判,北京大学,人民出版社1977-,K0-08/1(1)
环境保护名词辞典.[英汉对照],麦燕祥_ 牟秀华主编,名山出版社民国72[1983],X-61/1
金融市场,杨承厚著,中国经济月刊社1982,F713.5/4-3
市场学概论,梁栋瑚_ 杨志熙主编,华中师范大学出版社1985,F713.5/2
中国经济特区的地区性影响,古念良等著,黑龙江人民出版社1989,F127/12
块块经济学.中国地方政府经济行为分析,关 山_姜 洪主编,海洋出版社1990,F127/17
论地区发展战略,于光远著,经济科学出版社1988,F127/11
价值与资本.对经济理论某些基本原理的探讨,(英)希克斯(Hicks_J.R.)著,商务印书馆1982,F095.61/1
商业经理必读,郭今吾等主编,经济科学出版社1985,F715-44/1
一九五五年浙江农村工作经验汇编,中国共产党浙江省委员会办公厅编,浙江人民出版社1956,F327.55/1
农业统计工作经验,农林部计划局编,农业出版社1979,F327/2
苏联货币流通与信用,(苏)古莎科夫(А.Д.Гусаков)_(苏)德姆什茨(И.А.Дымшиц)撰,三联书店1954,F825.122/3
苏联货币流通与信用,(苏)卡兹洛夫(Г.А.Козлов)撰,中国金融学会1953,F825.122/2-2
中华人民共和国国民经济恢复史.1949-1952,范守信著,求实出版社1988,F129.7/3/1949-52
社会主义初级阶段劳动问题,沈德仁_ 钟璞等著,新疆大学出版社1988,F044/3
租赁,(英)T.M.克拉克著,物资出版社1984,F830.5/1
武汉市国民经济统计资料.固定资产投资、建筑安装企业、城市公用事业.1949-1981,武汉市统计局研究所编,武汉市统计局1983,F127.63/2(6)1983
前进中的中国经济,孙尚清著,河北人民出版社1983,F12/40
货币交换和现实的阶级斗争,,中国财经出版社1975,F822.2/1
商业资本和商业利润,(苏)格里果良(Г.С.Григоръян)著,三联书店1957,F71/24
国家统考商业企业管理基本知识复习问题解答要点,北京财贸管理干部学院编,红旗出版社1984,F721-44/1
工业统计习题汇编,(苏)西德里克(З.Л.Сидлик)著,统计出版社1956,F402-44/2
工业统计学教程.校订本,(苏)沙文斯基(Д.Савинский)撰,东北财经出版社1952,F402-43/8(1)-2
基本建设统计学讲义,中华人民共和国国家统计局基本建设统计司编,统计出版社1956,F402-43/5
工业统计习题集答解,佟哲晖等主编,上海人民出版社1985,F402-44/1
商业经济管理概论.上册,潘大钧主编,中央广播电视大学出版社1983,F721-43/3(1)
新观念·新生意,苏明伟著,经济日报社民国71 [1982],F71/39(3)
城市经济和流通的若干问题,李更新著,中国展望出版社1988,F127/16
马克思主义政治经济学.社会主义部分,王元璋主编,北京师范大学出版社1987,F0-43/71
生产力经济学原理,熊映梧主编,黑龙江人民出版社1987,F0-43/72
抗日战争时期晋察冀边区财政经济史资料选编,主编魏宏运,南开大学出版社1984,F812.96/6(1)
补偿贸易,何新浩编,中国财政经济出版社1980,F744/5
中国工业发展战略问题研究,周叔莲_ 裴叔严主编,天津人民出版社1985,F424/2
經濟學,陆民仁著,三民书局1985,F0-43/79-8
出口销售合同的履行,吴百福等著,上海人民出版社1985,F744/4
政治经济学原理{(资本主义部分)}教学大纲,顾金吾主编,南开大学出版社1994,F0-43/78(1:1)
政治经济学,顾雪生主编,华东师范大学出版社1987,F0-43/74
企业管理基本知识问答,刘东民，周少岐编,黑龙江人民出版社1986,F27-44/5
工商业预测方法.指数平滑与曲线拟合法的实用指南,[美]科林D.刘易斯著,中国发明创造者基金会中国预测研究会1985,F270/31
线性规划与经济管理,钱志坚编著策,江苏人民出版社1981,F270/33
经营管理论,(日)藤芳诚一著,中国社会科学出版社1983,F270/34
美国企业管理的演变,叶钟灵编写,山西人民出版社1979,F270/35
劳动工资词典,曹序主编,吉林人民出版社1987,F244-61/1
对外贸易财务,张庆章编,对外贸易出版社1982,F740-43/3
国际私法学案例研究指导,主编霍政欣,中国政法大学出版社2021,DF97/287
中外行政处罚法汇编,熊樟林编,北京大学出版社2021,DF31/73_DF312.1/4
生命权之争.基于现代权利理论的解读,张玉洁著,上海人民出版社2021,DF0/1129
雾霾治理区域合作机制法治化研究,杨帆_ 林果丰著,法律出版社2021,DF468.34/53
新媒体实用工具全攻略.图文制作+视频剪辑+音频处理+辅助运营,王斐编著,人民邮电出版社2021,TP37/132
农村集体经营性资产股份合作法律制度构建研究,段浩著,法律出版社2021,DF413/14
全球贸易冲突.16-20世纪,(意) 吕西安·科帕拉罗_ (加) 弗朗辛·麦肯齐主编,中国人民大学出版社2021,F749/17
世界经济Q&A,主编吴惠林,商周文化事业公司民国79[1990],F11/58-2
苏联财政制度,I.博高列波夫著,天下图书公司1950,F815.121/2-5
基本建设统计及管理学习资料,国家统计局基本建设统计司编,中国统计出版社1982,F402/6
项目可行性研究入门,香港管理专业协会编著,上海翻译出版公司1985,F402/2
战后日本经济,(日)中央大学经济研究所编,中国社会科学出版社1985,F131.34/2
七国考订补,(明)董说原著,上海古籍出版社1987,K231.07/1(2)
中国近代经济史研究资料.5,中国近代经济史丛书编委会编,上海社会科学院出版社1986,F129.5/1(5)
中国近代经济史研究资料.第八辑,中国近代经济史丛书编委会编,上海社会科学院出版社1987,F129.5/1(8)
中国近代经济史研究资料.1984年下半年,中国近代经济史丛书编委会编,上海社会科学院出版社1984,F129.5/1(2)
工业审计,厉声和_ 虞文钧著,广西人民出版社1985,F402/1
工业企业全面计划管理,刘春勤编著,中国铁道出版社1988,F402/12
资本主义国际贸易与金融,王怀宁编著,中国财政经济出版社1980,F740-43/2
中华民国货币史资料.第一辑.1912-1927,中国人民银行总行参事室编,上海人民出版社1986,F822.9/4(1)
汉书及补注综合引得,洪业编纂,上海古籍出版社1986,K234.04-07/1
资本主义国家的货币流通与信用,周作仁等编,中国人民大学出版社1957,F820/8
货币信用论大纲,彭迪先_何高箸著,三联书店1955,F820/7
关于人民币的若干理论问题,陈仰青等著,财政经济出版社1956,F820/4-2
社会主义制度下的货币交换,辽宁财经学院金融专业理论学习小组编写,中国财政经济出版社1976,F820/9
商业财务会计文件汇编.一,商业部财会局,中国商业出版社1981,F720/2(1)
全面质量管理及其推行方法,(日)铁健司编著,中国经济出版社1986,F406.3/4
适当集中资金保证重点建设,中国财政经济出版社编,中国财政经济出版社1983,F812/1
中国社会主义财政管理,杜崚峰编著,中国人民大学出版社1984,F812/3
工业统计学讲义,中华人民共和国国家统计局工业统计司编,统计出版社1956,F402-43/7
二十四史纪传人名索引,张忱石，吴树平编,中华书局1980,K204.1-7/1
两级按劳分配探讨,中国社会科学院工业经济管理研究室编,重庆出版社1985,F046/2
苏联是怎样引进和利用西方的资金与技术的,邢书纲主编,上海三联书店1988,F151.25/2
苏联社会主义经济史.第五卷,苏联科学院著,三联出版社1984,F151.29/14(5)
世界社会主义经济的理论与实践,王守海等著,经济科学出版社1988,F04/88
计算机与社会主义,(英) 斯蒂芬·博丁顿著,华夏出版社1989,F04/87
关于劳动者的个人利益和社会公共利益结合问题的讨论,“学习”杂志编辑部编辑,学习杂志社1956,F046/4
苏联国民经济史.第一卷,(苏)梁士琴科(П.И.Лященко)著,人民出版社1959,F151.29/2(1)
成本管理手册,许毅主编,中国社会科学出版社1983,F274-62/1
鸭绿江畔的新星丹东,郑庆铎编,工人出版社1984,F427.31/1
农业经营管理经验选编.1983,中国农村发展研究中心资料室,人民出版社1984,F324/2/83
资产阶级价值学说批判,陈其人编著,上海人民出版社1957,F091.3/39
中国近代经济思想史.中册.中国近代半殖民地半封建统治秩序形成时期的经济思想,赵靖_易梦虹主编,中华书局1965,F092.6/2(2)
中国近代经济思想史讲话,赵靖编著,人民出版社1983,F092.6/11
面临严峻挑战的思考.社会主义与资本主义比较研究,廖丹清_ 陈文科主编,海天出版社1991,F112/40
世界体系与资本主义：华勒斯坦(I.Wallerstein)与布贺岱(F.Braudel)的评介,陆先恒著,巨流出版公司1988,F112/39
乡镇企业经营管理,黄爱民等编著,江西科学技术出版社1987,F324/5
社队企业经济管理,《社队企业经济管理》编写组,人民出版社1984,F324/1
中国近代经济思想资料选辑,赵靖_易梦虹编,中华书局1982,F092.6/3(3)
农村经济政策汇编 1978-1981.1978--1981.下册,农村经济政策汇编,农村读物出版社1982,F324/2/78-81
农村经济政策汇编 1978-1981.1978--1981.上册,农村经济政策汇编,农村读物出版社1982,F324/2/78-81
政治经济学.社会主义部分,王善迈_ 朱元珍主编,北京师范大学出版社1986,F0-43/47
新编政治经济学.社会主义部分,陈瑜主编,工人出版社1985,F0-43/44
政治经济学自学答疑,辛光磊主编,湖北人民出版社1987,F0-44/22
政治经济学.资本主义部分,刘西乾等编,吉林人民出版社1985,F0-43/35
政治经济学.资本主义部分,南方十六所大学《政治经济学教材》编写组编,四川人民出版社1980,F0-43/11
政治经济学,山东省高等学校政治经济学教材编写组编,山东人民出版社1983,F0-43/4
政治经济学.社会主义部分,南方十六所大学《政治经济学教材》编写组编,四川人民出版社1982,F0-43/11(2)-2
政治经济学教科书.社会主义部分,刘群主编,吉林人民出版社1985,F0-43/12(2)-5
新编简明政治经济学,潘琼林编著,中南工业大学出版社1986,F0-43/43
政治经济学,宁玉山等编,北京大学出版社1989,F0-43/92
政治经济学,梅德韦杰夫,中国社会科学出版社1989,F0-43/91
论降低利息和提高货币价值的后果.1691年秋一位议员的一封信,(英)洛克(J.Locke)著,商务印书馆1962,F091.33/20
社会主义初级阶段家庭经济学,陈国良主编,经济日报出版社1989,F095.16/1
新财务管理示范手册,王庆成主编,辽宁大学出版社1993,F095.16/1
关于德国国家经济状况的认识,(德)卡·洛贝尔图斯著,商务印书馆1980,F095.16/1
价值学说史,何炼成编,陕西人民出版社1984,F091/1
中国近代经济思想史稿,侯厚吉_吴其敬主编,黑龙江人民出版社1982-1984,F092.6/1(1)
爱尔兰的政治解剖,(英)威廉·配第著,商务印书馆1964,F091.33/10
中国近代经济思想史,赵靖_易梦虹主编,中华书局1980,F092.6/2(1)-2
INTER AUTO GROUP 90'YEAR BOOK,,インターオート,U46/1
纺织电子城咸阳,高墅_陈崇凯编著,工人出版社1984,F427.41/1
中国乡镇规划概论,王万茂主编,安徽人民出版社1987,F324/7
名作誕生.つながる日本美術　特別展,東京国立博物館編集,東京国立博物館2018,J131.3/3
ルーヴル美術館展.肖像芸術　人は人をどう表現してきたか,国立新美術館_　日本テレビ放送網_　ルーヴル美術館編集,日本テレビ放送網2018,J131.3/4
シャセリオー展.19世紀フランス・ロマン主義の異才,国立西洋美術館編,国立西洋美術館2017,J231/9
次世代高齢者研究報告書　変化し続ける高齢者意識の研究.世代や年代の差異がもたらすもの,公益財団法人ハイライフ研究所編,公益財団法人ハイライフ研究所2017.9,D731.3/22
求道の画家　岸田劉生と椿貞雄,宮城県美術館_　久留米市美術館編集,日動美術財団2017,K833.13/17
統計でみる都道府県のすがた.2018,総務省統計局編,総務省統計局2018,D731.3/21
弁護士白書.2017年版,日本弁護士連合会編著,日本弁護士連合会2017,DF85/2
双循环.中国经济新格局,陈元_ 黄益平主编,人民日报出版社2021,F124/953
零售商业企业管理问答,王家齐等编著,河北人民出版社1981,F715-44/2
消费统计学,陈晓春主编,湖南人民出版社1987,F222/13
城市建设经济学,张仲敏主编,中国财政经济出版社1990,F29/23
社会主义城市的经济发展,(苏)А. С. 若尔科夫，(苏)В. М. 祖耶夫编,中国经济出版社1989,F29/22
走向共同繁荣.海南民族地区社会经济发展研究,龙远蔚_ 关键等著,中国财政经济出版社1992,F127.8/1
非洲国家经济发展与改革,中国现代国际关系研究所非洲经济编写组编,时事出版社1992,F144/1
埃及经济问题,本社选编,时事出版社1991,F141.1/1
社会经济统计理论基本知识,莫日达_ 马家善,中国财政经济出版社1984,F222/12
美国经济论文选.2,世界知识出版社辑,世界知识出版社1957,F171.2-53/1(2)
美国垄断组织的经济扩张,(苏)墨诺戈列娃著,世界知识出版社1956,F171.20/1
社会主义经济统计问题研究,经济周报社编,经济周报社1980-1990?],F222/10
おんがくドリル　レッスングッズセット,,学研,J61/1
ビジュアルかるた有毒危険生物.危険度がひと目でわかり、生物にくわしくなれる!,学研教育出版著,学研2013,Q95/7
ビジュアルかるた宇宙.宇宙のしくみが楽しく覚えられる,学研教育出版著,学研2013,P159/5
财政规章制度选编,中华人民共和国财政部办公厅编,中国财政出版社1980-,F812.2/1
政治经济学概论,张文鉴主编,西南师范大学出版社1989.11,F0-43/93
香港的营业环境,(英)莱思布里奇编著,上海翻译出版公司1984,F127.658/4
香港经济考察,中山大学经济系编,广东人民出版社1985,F127.658/5
匈牙利财政体制和财政管理,中国财政考察团编,中国财政经济出版社1984,F812.2/2
地方各税业务手册,财政部税务总局编,中国财政经济出版社1963,F810.7-62/1
外国财政参考资料汇编,湖北财经学院财金系财政教研室编,湖北财经学院1980,F811-67/1
